Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Type,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations
HAT-P-19,0.84,-0.04,0.04,4990,-130,130,0.82,-0.05,0.05,202.078,-1.451,1.471,4.54,-0.05,0.05,Gaia DR2 365426679516816512,10.644,11.095,10.546,12.826,12.5567,10.495,10.557,10.561,8.691,0,0.23,-0.08,0.08,[Fe/H],8.8,-5.2,5.2,K1,9.5165832,34.7114025,HAT-P-19 b,12.68856619,0.807046613,-0.807046613,1.132,0.072,-0.072,90.26326747,5.085254506,-5.085254506,0.284,0.016,-0.016,0,1,40.8,4.008778,-6.00E-06,6.00E-06,976.0663614,6971599222,0.046632771,0.3,2.3,9643.50566,0.404,1,88.2,-0.4,0.4,0.067,-0.042,0.042,0,256,-77,77,5091.53417,0.00034,-0.00034,0,5093.538559,8466.197248,1,2.148375,0.018797,-0.018797,1,2010,K-W-J,Transit,1,3,5
HAT-P-2,1.33,-0.03,0.03,6380,,,1.39,-0.09,0.09,127.774,-0.423,0.425,4.16,-0.02,0.02,Gaia DR2 1380825667768742144,7.652,7.796,7.603,8.72,8.59842,7.571,7.582,7.581,7.567,0,0.18,,,[Fe/H],1.44,-0.47,0.47,F8,245.1514324,41.0479601,HAT-P-2 b,12.66614823,0.493195152,-0.493195152,1.13,0.044,-0.044,2765.107137,60.38739725,-63.56568132,8.7,0.19,-0.2,0,1,938.1,5.6335158,-3.60E-06,3.60E-06,1343.637316,10194553389,0.068190993,0.3,2.3,14454.3816,0.457,1,86.16,-0.26,0.26,0.5172,-0.0019,0.0019,0,188.01,-0.2,0.2,9733.656279,0.000188,-0.000188,0,9736.473037,12510.99458,1,0.528928,0.002582,-0.002582,1,2007,F-H-J,Eclipse,1,1,2
HAT-P-24,1.37,-0.69,0.69,6373,-80,80,1.38,-0.22,0.22,415.344,-6.435,6.636,4.27,-0.04,0.04,Gaia DR2 3167323052618369408,10.589,10.797,10.543,11.762,11.6396,10.5,10.513,10.65,8.736,0,-0.16,,,[Fe/H],2.8,-0.6,0.6,F8,108.8251171,14.2626064,HAT-P-24 b,14.57167495,2.353885953,-2.353885953,1.3,0.21,-0.21,229.789938,9.852680604,-9.534852198,0.723,0.031,-0.03,0,1,87.4,3.35524,-7.00E-06,7.00E-06,1581.653187,7288204712,0.048750533,0.3,2.3,13172.70919,0.189,1,88.6,-0.7,0.7,0.07,-0.02,0.02,0,197,-36,36,8495.05087,0.00018,-0.00018,0,8496.72849,12644.33702,1,0.94,0.023,-0.023,1,2010,F-VH-J,Eclipse,1,4,8
HAT-P-23,0.58,-0.38,0.38,5905,-80,80,0.96,-0.2,0.2,364.813,-4.653,4.772,4.33,-0.05,0.05,Gaia DR2 1808938730710633984,10.846,11.103,10.791,11.937,12.1741,10.748,10.793,10.816,9.031,0,0.15,,,[Fe/H],4,-1,1,G0,306.1239076,16.7621462,HAT-P-23 b,12.217789,2.578065568,-2.578065568,1.09,0.23,-0.23,626.121961,38.13940879,-38.13940879,1.97,0.12,-0.12,0,1,346,1.21288,-2.00E-06,2.00E-06,1980.16174,2777063865,0.018575678,0.3,2.3,8666.767606,0.324,1,85.1,-1.5,1.5,0.11,-0.04,0.04,0,121,-9,11,7575.19549,8.00E-05,-8.00E-05,0,7575.80193,10471.26184,1,1.4,0.028,-0.028,1,2010,G-VH-J,Eclipse,1,2,4
HAT-P-21,1.24,-0.6,0.6,5588,-80,80,1.21,-0.17,0.17,277.278,-3.144,3.215,4.33,-0.06,0.06,Gaia DR2 770622651659107712,10.154,10.503,10.111,11.459,11.5583,10.073,10.112,10.021,9.158,0,0.01,,,[Fe/H],10.2,-2.5,2.5,G3,171.2749348,41.0280207,HAT-P-21 b,12.44196861,1.793436917,-1.793436917,1.11,0.16,-0.16,1261.778774,41.31769286,-41.31769286,3.97,0.13,-0.13,0,1,533.8,4.12448,-7.00E-06,7.00E-06,1232.569712,8090052555,0.054114064,0.3,2.3,10726.61297,0.611,1,87.2,-0.7,0.7,0.23,-0.02,0.02,0,305.8,-1.9,2.1,8902.30403,0.00044,-0.00044,0,8904.36627,7353.806865,1,0.9,0.042,-0.042,1,2010,G-H-J,Eclipse,1,9,19
HAT-P-22,1.13,-0.22,0.22,5302,-80,80,1.11,-0.05,0.05,81.7647,-0.2489,0.2505,4.36,-0.04,0.04,Gaia DR2 846946629987527168,7.935,8.293,7.837,9.763,9.51936,7.59,7.736,7.769,7.705,0,0.24,,,[Fe/H],12.4,-2.6,1.6,G5 V,155.6814593,50.1287115,HAT-P-22 b,12.89032784,2.129706339,-2.129706339,1.15,0.19,-0.19,696.6798673,24.47278731,-24.47278731,2.192,0.077,-0.077,0,1,0,3.21222,-9.00E-06,9.00E-06,1236.446896,6639381880,0.044410581,0.3,2.3,10331.254,0.466,1,86.9,-0.55,0.55,0.02,-0.01,0.01,0,156,-66,66,9629.717062,8.80E-05,-8.80E-05,0,9631.323172,10500.71652,1,1.1,0.36,-0.36,1,2010,K-H-J,Eclipse,1,0,1
HAT-P-27,0.92,-0.1,0.12,5316,-122.28,87.12,0.86,-0.04,0.05,199.173,-1.43,1.451,4.53,-0.1,0.05,Gaia DR2 1159336403336463872,10.249,10.626,10.109,12.052,11.9562,10.078,10.116,10.027,9.039,0,0.3,-0.03,0.03,[M/H],4.4,-2.6,3.8,G8,222.7673221,5.9473626,HAT-P-27 b,11.43316035,0.784628651,-0.672538844,1.02,0.07,-0.06,195.7822985,9.534852198,-9.534852198,0.616,0.03,-0.03,0,1,90.9,3.039577,-6.00E-06,5.00E-06,1150.237707,5975432644,0.039969449,0.3,2.3,5930.66242,0.87,1,85,-0.2,0.2,0,,,0,0,,,5407.9088,0.0002,-0.0002,0,5409.428588,0,1,1.43,0.05,-0.05,1,2011,K-H-J,Eclipse,1,9,17
HAT-P-25,1.01,-0.05,0.05,5519,-76,78,0.92,-0.03,0.03,300.384,-4.182,4.3,4.52,-0.03,0.03,Gaia DR2 111322601672419712,10.908,11.319,10.815,13.146,12.8416,10.756,10.816,10.885,8.495,0,0.294,-0.08,0.08,[Fe/H],3.2,-2.3,2.3,G5,48.4354731,25.1973548,HAT-P-25 b,12.72219313,0.538031075,-0.538031075,1.135,0.048,-0.048,180.8443634,7.310053352,-6.992224945,0.569,0.023,-0.022,0,1,74.5,3.65281514,-7.50E-07,7.60E-07,1143.79257,6967712681,0.046606774,0.3,2.3,9904.93022,0.347,1,88.22,-0.36,0.45,0.023,-0.014,0.022,0,287,-17,52,7405.06986,0.0002,-0.0002,0,7406.896268,9478.589521,1,0.0161,0.00027,-0.00027,1,2010,G-H-J,Eclipse,1,11,20
HAT-P-26,1.12,-0.36,0.36,5079,-88,88,0.87,-0.05,0.05,141.837,-1.133,1.152,4.56,-0.06,0.06,Gaia DR2 3668036348641580288,9.685,10.08,9.581,11.757,11.4641,9.536,9.601,9.539,8.983,0,-0.04,,,[Fe/H],9,-4.9,3,K1,213.1565508,4.0594175,HAT-P-26 b,7.06165786,0.448359229,-0.448359229,0.63,0.04,-0.04,22.24798846,6.356568132,-6.356568132,0.07,0.02,-0.02,0,1,8.5,4.23452,-1.50E-05,1.50E-05,957.7581647,7958662956,0.053235204,0.3,2.3,9135.738268,0.303,1,88.6,-0.7,0.7,0.12,-0.06,0.06,0,46,-71,33,6892.59046,0.0001,-0.0001,0,6894.70772,10861.95464,1,0.54,0.0013,-0.0013,1,2010,K-W-J,Transit,1,3,6
HAT-P-28,1.03,-0.05,0.05,5680,-90,90,1.1,-0.07,0.09,401.319,-5.395,5.542,4.36,-0.06,0.06,Gaia DR2 363702817083391232,11.206,11.561,11.104,13.098,12.8718,11.058,11.078,10.842,9.39,0,0.12,-0.08,0.08,[Fe/H],6.1,-1.9,2.6,G3,13.0009159,34.728402,HAT-P-28 b,13.58528465,1.266614823,-0.91913642,1.212,0.113,-0.082,202.456695,11.75965104,-11.75965104,0.637,0.037,-0.037,0,1,85.9,3.257215,-7.00E-06,7.00E-06,1332.944568,6497425953,0.043461043,0.3,2.3,11339.89277,0.299,1,88,-0.9,0.9,0.051,-0.033,0.033,0,233,-90,90,5417.59832,0.00053,-0.00053,0,5419.226927,10452.28827,1,1.4719,,,1,2011,G-H-J,Eclipse,1,8,17
HAT-P-3,1.06,-0.28,0.28,5185,-80,80,0.87,-0.06,0.06,134.554,-0.477,0.48,4.56,-0.03,0.03,Gaia DR2 1510191594552968832,9.542,9.936,9.448,11.856,11.2795,9.377,9.451,9.389,9.038,0,0.27,,,[Fe/H],1.6,-2.1,2.1,K,206.0940142,48.028565,HAT-P-3 b,10.53644189,0.784628651,-0.784628651,0.94,0.07,-0.07,189.1079019,7.627881758,-7.627881758,0.595,0.024,-0.024,0,1,90.63,2.8997,-5.40E-05,5.40E-05,1119.512148,6070651668,0.040606366,0.3,2.3,7571.985526,0.574,1,87.24,-0.69,0.69,0,,,0,107.7,-1.7,1.7,5694.72623,8.00E-05,-8.00E-05,0,5696.17608,0,1,1.2,0.052,-0.052,1,2007,K-H-J,Eclipse,1,4,8
HAT-P-30,1.55,-0.51,0.51,6304,-88,88,1.31,-0.13,0.13,213.985,-2.173,2.217,4.36,-0.3,0.3,Gaia DR2 3096441729861716224,9.22,9.442,9.151,10.352,10.2998,9.039,9.078,9.088,8.394,0,0.13,,,[Fe/H],1,-0.5,0.8,F7,123.9498431,5.8368669,HAT-P-30 b,16.14093225,1.68134711,-1.68134711,1.44,0.15,-0.15,237.0999913,6.356568132,-6.674396538,0.746,0.02,-0.021,0,1,92.4,2.8106,-5.00E-06,5.00E-06,1584.112347,6748510177,0.045140536,0.3,2.3,7458.084444,0.854,1,83.6,-0.04,0.04,0.04,-0.02,0.02,0,252,-84,84,5456.4662,0.00013,-0.00013,0,5457.8715,6911.435423,1,1.3,0.045,-0.045,1,2011,F-VH-MJ,Eclipse,1,1,2
HAT-P-31,1.31,-0.73,0.73,6065,-100,100,1.39,-0.11,0.11,344.05,-2.865,2.913,4.26,-0.12,0.12,Gaia DR2 4583004815239650176,10.128,10.423,10.083,11.667,11.4501,10.061,10.092,10.089,8.426,0,0.15,,,[Fe/H],3.17,-1.1,0.7,,271.5376722,26.4266061,HAT-P-31 b,12.217789,1.68134711,-1.68134711,1.09,0.15,-0.15,682.377589,28.60455659,-24.79061571,2.147,0.09,-0.078,0,1,232.8,5.00542,-9.10E-05,9.10E-05,1331.992885,9374513988,0.062705779,0.3,2.3,11412.42805,0.723,1,87.1,-2.25,2.25,0.25,0,0,0,276.3,-1.3,1.2,9010.827728,0.000605,-0.000605,0,9013.330438,6869.537952,1,0.65,0.15,-0.15,1,2011,G-H-J,Eclipse,2,14,28
HAT-P-29,1.45,-0.6,0.6,6087,-88,88,1.3,-0.14,0.14,313.576,-4.31,4.43,4.34,-0.06,0.06,Gaia DR2 359058441314838528,10.395,10.648,10.297,11.825,11.7336,10.244,10.278,10.292,9.143,0,0.21,,,[Fe/H],2.2,-1,1,F8,33.1310921,51.7787754,HAT-P-29 b,13.11450746,1.457167495,-1.457167495,1.17,0.13,-0.13,243.7743879,14.93793511,-14.3022783,0.767,0.047,-0.045,0,1,77.4,5.72319,-4.90E-05,4.90E-05,1215.598102,10603423071,0.070925907,0.3,2.3,12343.47751,0.591,1,87.1,-0.6,0.6,0.09,-0.05,0.05,0,159,-16,20,6210.61536,5.00E-05,-5.00E-05,0,6213.476955,13166.24556,1,0.86,0.052,-0.052,1,2011,F-H-J,Eclipse,1,12,23
HAT-P-34,1.39,-0.05,0.05,6442,-88,88,1.53,-0.1,0.14,249.325,-2.744,2.804,4.21,-0.06,0.06,Gaia DR2 1810218734055374720,9.322,9.46,9.247,10.403,10.1944,9.177,9.208,9.215,8.505,0,0.22,-0.04,0.04,,1.7,-0.5,0.4,,303.1954355,18.1047776,HAT-P-34 b,13.41714993,1.457167495,-1.031226227,1.197,0.13,-0.092,1058.368594,66.74396538,-63.56568132,3.33,0.21,-0.2,0,1,343,5.452654,-1.60E-05,1.60E-05,1428.401879,10122975989,0.067712214,0.3,2.3,16949.79255,0.126,1,87.1,-1.2,1.2,0.432,-0.027,0.029,0,21.9,-5.6,5.2,5431.59706,0.00055,-0.00055,0,5434.323387,23461.2536,1,0.775,2.70E-05,-2.70E-05,1,2011,F-H-J,Eclipse,1,3,6
HAT-P-32,1.13,-0.05,0.05,6001,-88,88,1.37,-0.03,0.03,289.205,-5.167,5.355,4.22,-0.04,0.04,Gaia DR2 356348286886230272,10.024,10.251,9.99,11.439,11.1335,9.902,9.906,9.893,8.568,0,-0.16,-0.08,0.08,[Fe/H],2.7,-0.8,0.8,,31.0427614,46.6878512,HAT-P-32 b,22.19378185,0.504404133,-0.504404133,1.98,0.045,-0.045,216.1233165,34.96112473,-31.78284066,0.68,0.11,-0.1,0,1,99,2.1500082,-1.30E-07,1.30E-07,1777.378359,5080239714,0.033981537,0.3,2.3,12802.4963,0.083,1,88.98,-0.85,0.68,0.159,-0.028,0.051,0,50,-18,27,5867.402743,4.90E-05,-4.90E-05,0,5868.477747,16353.75933,1,2.216,0.017,-0.016,1,2011,G-VH-MJ,Eclipse,1,0,0
HAT-P-33,1.82,-1.45,1.45,6446,-88,88,1.79,-0.48,0.48,396.11,-7.368,7.647,4.15,-0.01,0.01,Gaia DR2 893550942158776832,10.061,10.263,10.004,11.032,11.0238,9.998,10.015,9.976,8.931,0,0.05,,,[Fe/H],2.3,-0.3,0.3,F4,113.1842383,33.8350214,HAT-P-33 b,20.73661435,5.492400558,-5.492400558,1.85,0.49,-0.49,209.7667484,44.49597692,-44.49597692,0.66,0.14,-0.14,0,1,73,3.47447,-1.00E-06,1.00E-06,1717.636078,8200635079,0.054853746,0.3,2.3,15404.19447,0.325,1,87.2,-0.05,0.05,0,,,0,15,-22,22,6601.47713,0.00012,-0.00012,0,6603.214365,0,1,1.1,0.023,-0.023,1,2011,F-VH-MJ,Eclipse,1,1,2
HAT-P-35,1.24,-0.05,0.05,6096,-88,88,1.44,-0.08,0.08,506.965,-12.551,13.193,4.21,-0.04,0.04,Gaia DR2 3094733088793018240,11.072,11.358,11.03,12.389,12.2802,11.018,11.036,11.036,8.367,0,0.11,-0.08,0.08,,3.5,-0.5,0.8,,123.250703,4.7870288,HAT-P-35 b,14.93036233,1.098480112,-1.098480112,1.332,0.098,-0.098,335.6267974,10.48833742,-10.48833742,1.056,0.033,-0.033,0,1,120.9,3.646706,-2.10E-05,2.10E-05,1528.309913,7452563914,0.049849926,0.3,2.3,13997.00408,0.357,1,87.3,-1,1,0,,,1,248,-93,93,5578.66158,0.0005,-0.0005,0,5580.484933,0,1,0.899457,0.01177,-0.01177,1,2011,F-VH-J,Eclipse,1,7,14
HAT-P-39,1.4,,0.05,6430,,100,1.62,,0.08,697.004,-17.075,17.938,4.07,-0.09,0.09,Gaia DR2 3169391577586325120,11.184,11.424,11.157,12.282,12.2269,11.132,11.152,11.094,9.066,0,0.19,-0.1,0.1,,2,-0.4,0.4,,113.7582526,17.8300283,HAT-P-39 b,17.60930873,1.210569919,-0.907927439,1.571,0.108,-0.081,180.8443634,28.28672819,-34.96112473,0.569,0.089,-0.11,0,1,64,3.54387,-5.00E-06,5.00E-06,1691.649185,7613643072,0.050927378,0.3,2.3,15099.78679,0.349,1,87,-1,1,0,,,0,,,,5208.75049,0.00041,-0.00041,0,5210.522425,0,1,0.999,,,1,2012,F-VH-MJ,Eclipse,1,6,13
HAT-P-36,1.03,-0.03,0.03,5620,-40,40,1.04,-0.01,0.01,294.419,-2.235,2.269,4.42,-0.01,0.01,Gaia DR2 1541532207133249920,10.723,11.046,10.603,12.146,12.093,10.594,10.633,10.489,8.642,0,0.25,-0.09,0.09,[Fe/H],6.6,-1.8,2.9,G5 V,188.2662048,44.9153672,HAT-P-36 b,14.31386839,0.224179615,-0.224179615,1.277,0.02,-0.02,587.4104611,27.65107137,-27.65107137,1.8482,0.087,-0.087,0,1,334.7,1.32734683,-4.80E-07,4.80E-07,1729.714393,3571357554,0.023888679,0.3,2.3,8186.313288,0.25,1,87.13,-0.13,0.004,0.063,-0.023,0.021,0,51,-19,20,7334.53507,0.0001,-0.0001,0,7335.198743,9029.187577,1,1.885,4.50E-05,-4.50E-05,1,2011,G-VH-J,Eclipse,1,1,2
HAT-P-37,0.93,,0.04,5500,,100,0.88,,0.06,390.594,-2.686,2.723,4.51,-0.04,0.05,Gaia DR2 2133946843094378752,11.714,12.092,11.667,13.427,13.2615,11.623,11.67,11.564,9.297,0,0.03,-0.1,0.1,,3.6,-2.2,4.1,,284.2960393,51.2691212,HAT-P-37 b,13.2041793,0.863091516,-0.863091516,1.178,0.077,-0.077,381.3940879,38.13940879,-34.96112473,1.2,0.12,-0.11,0,1,184,2.797436,-7.00E-06,7.00E-06,1235.357259,5674127221,0.037954028,0.3,2.3,8475.124364,0.505,1,86.9,-0.5,0.4,0.058,-0.038,0.038,0,164,-84,84,5642.14318,0.00029,-0.00029,0,5643.541898,8750.510006,1,1.899,0.084,-0.082,1,2011,G-H-J,Eclipse,2,12,25
HAT-P-41,2.56,-1.9,1.9,6390,-100,100,2.05,-0.5,0.5,348.185,-4.417,4.529,4.14,-0.02,0.02,Gaia DR2 4290415081653653632,9.777,10.006,9.728,11.365,10.939,9.559,9.601,9.6,9.085,0,0.21,,,[Fe/H],2.2,-0.4,0.4,,297.3226523,4.6724124,HAT-P-41 b,22.9784105,5.604490365,-5.604490365,2.05,0.5,-0.5,254.2627253,31.78284066,-31.78284066,0.8,0.1,-0.1,0,1,0,2.69405,-4.00E-06,4.00E-06,1873.807621,7754998820,0.051872902,0.3,2.3,14811.65187,0.222,1,87.7,-1,1,0,,,0,,,,8071.24389,0.00012,-0.00012,0,8072.590915,0,1,1.1,0.033,-0.033,1,2012,F-VH-MJ,Eclipse,1,0,1
HAT-P-40,1.03,-0.4,0.4,6080,-100,100,1.94,-0.22,0.22,464.469,-6.361,6.537,3.93,-0.02,0.02,Gaia DR2 1962153854973972096,10.085,10.367,10.009,11.34,11.4162,9.975,10.011,9.959,8.31,0,0.22,,,[Fe/H],2.7,-0.3,0.9,,335.5129199,45.4573423,HAT-P-40 b,17.03765071,1.905526724,-1.905526724,1.52,0.17,-0.17,184.6583042,10.48833742,-10.80616582,0.581,0.033,-0.034,0,1,55.5,4.45724,-1.00E-05,1.00E-05,1706.731972,8008559396,0.053568959,0.3,2.3,22143.25366,0.174,1,88.3,-0.9,0.9,0,,,0,,,,6414.9009,0.0005,-0.0005,0,6417.12952,0,1,0.65,0.023,-0.023,1,2012,F-VH-MJ,Eclipse,1,2,4
HAT-P-4,0.56,-0.07,0.07,5860,,80,1.62,-0.05,0.06,320.451,-2.802,2.852,4.14,-0.04,0.01,Gaia DR2 1291120362349158016,9.837,10.1,9.770001,11.118,11.0634,9.729,9.768,9.724,9.165,0,0.24,-0.08,0.08,,3.9,-1.4,0.8,F,229.99122,36.229545,HAT-P-4 b,14.28024145,0.549240056,-0.672538844,1.274,0.049,-0.06,206.9062927,10.48833742,-11.75965104,0.651,0.033,-0.037,0,1,78.6,3.056536,,,1886.845632,5082924580,0.033999496,0.3,2.3,20335.10462,0.01,1,89.91,-2.2,0.09,0,,,0,97.4,-9.7,9.7,4740.97205,0.0002,-0.0002,0,4742.500318,0,1,0.7798,,,1,2007,G-VH-J,Eclipse,1,1,2
HAT-P-42,1.18,-0.07,0.07,5743,-50,50,1.53,-0.14,0.14,405.238,-7.496,7.779,4.14,-0.07,0.07,Gaia DR2 583455604761166848,10.677,10.96,10.626,12.125,12.0031,10.569,10.617,10.68,9.103,0,0.27,-0.08,0.08,[Fe/H],5.2,-0.7,1.8,,135.3443583,6.0970828,HAT-P-42 b,14.34749534,1.714974052,-1.714974052,1.28,0.153,-0.153,279.6889978,44.49597692,-41.31769286,0.88,0.14,-0.13,0,1,97,4.641878,-3.20E-05,3.20E-05,1380.793435,8609695597,0.057589937,0.3,2.3,14546.29844,0.577,1,85.9,-0.8,1.3,0,,,0,,,,5952.52603,0.00075,-0.00075,0,5954.846969,0,1,0.796,4.30E-05,-4.30E-05,1,2012,G-H-J,Eclipse,1,7,15
HAT-P-44,0.94,-0.04,0.04,5295,-100,100,0.95,-0.04,0.08,347.85,-2.199,2.226,4.46,-0.06,0.06,Gaia DR2 1506159170017461888,11.36,11.729,11.275,13.225,12.9729,11.242,11.309,11.288,9.218,0,0.33,-0.1,0.1,[Fe/H],7.5,-3.6,3.6,,213.1438604,47.0147826,HAT-P-44 b,13.92155407,1.188151957,-0.571658017,1.242,0.106,-0.051,111.8755991,9.217023791,-9.217023791,0.352,0.029,-0.029,0,1,45.9,4.301219,-1.90E-05,1.90E-05,1068.72269,7585804304,0.050741166,0.3,2.3,11569.74702,0.172,1,89.1,-0.4,0.4,0.044,-0.052,0.052,0,113,-90,90,5696.93695,0.00024,-0.00024,0,5699.08756,12546.50877,1,2.205,0.000259,-0.000259,1,2014,K-H-J,Transit,1,6,13
HAT-P-45,1.26,-0.06,0.06,6330,-100,100,1.32,-0.07,0.15,298.64,-5.801,6.031,4.3,-0.06,0.06,Gaia DR2 4270547520706275328,10.35,10.73,10.201,12.783,12.3977,10.138,10.143,10.107,8.677,0,0.07,-0.1,0.1,[Fe/H],2,-0.8,0.8,,274.3732697,-3.3810594,HAT-P-45 b,15.98400652,1.961571628,-0.975181324,1.426,0.175,-0.087,273.3324297,34.96112473,-38.13940879,0.86,0.11,-0.12,0,1,106,3.128992,-2.10E-05,2.10E-05,1594.71541,6765363407,0.045253267,0.3,2.3,12595.95813,0.281,1,87.8,-0.9,0.9,0.049,-0.063,0.063,0,146,-98,98,5729.98612,0.00041,-0.00041,0,5731.550616,13305.67458,1,,,,1,2014,F-VH-J,Eclipse,1,1,3
HAT-P-43,1.03,-0.04,0.04,5693,-63,62,1.08,-0.05,0.05,528.825,-7.379,7.587,4.38,-0.04,0.05,Gaia DR2 601321985813952000,11.809,12.146,11.764,13.279,13.2165,11.732,11.799,11.694,8.768,0,0.2,-0.07,0.07,[Fe/H],5.7,-1.1,1.9,F9,128.9256885,10.2065866,HAT-P-43 b,13.63012057,0.638911902,-0.627702921,1.216,0.057,-0.056,232.0147368,101.7050901,-44.49597692,0.73,0.32,-0.14,0,1,93,3.3326414,-1.53E-05,1.51E-05,1313.730914,6597348786,0.044129423,0.3,2.3,11650.1991,0.07,1,88.7,-0.7,0.7,0,,,1,,,,8253.596573,0.000128,-0.000123,0,8255.262894,0,1,1.704,3.60E-05,-3.60E-05,1,2012,G-H-J,Eclipse,3,18,36
HAT-P-46,1.28,-0.06,0.1,6120,-100,100,1.4,-0.14,0.29,290.736,-4.94,5.11,4.25,-0.11,0.11,Gaia DR2 4177560894633502720,9.972,10.33,9.924,11.997,11.6843,9.842,9.869,9.852,8.958,0,0.3,-0.1,0.1,[Fe/H],2.5,-1,0.7,,270.4441831,-2.97098,HAT-P-46 b,14.39233126,3.037633778,-1.490794437,1.284,0.271,-0.133,156.6894045,26.06192934,-16.52707714,0.493,0.082,-0.052,0,1,52.2,4.463129,-4.80E-05,4.80E-05,1406.87784,8617757376,0.057643862,0.3,2.3,12467.32211,0.626,1,85.5,-2.3,0.8,0.123,-0.12,0.12,0,70,-87,87,5701.33646,0.00047,-0.00047,0,5703.568024,15725.96392,1,,,,1,2014,F-H-J,Eclipse,1,4,7
HAT-P-50,1.27,-0.12,0.05,6280,-49,49,1.7,-0.07,0.07,515.458,-15.697,16.696,4.07,-0.03,0.03,Gaia DR2 3151961363348862720,10.545,10.816,10.5,11.703,11.6722,10.443,10.481,10.368,8.304,0,-0.18,-0.08,0.08,[Fe/H],3.37,-0.27,1.44,F5,118.0634379,12.1393474,HAT-P-50 b,14.43716718,0.717374767,-0.717374767,1.288,0.064,-0.064,431.9288046,22.24798846,-27.33324297,1.359,0.07,-0.086,0,1,162.5,3.1220109,-6.50E-06,6.50E-06,1794.435158,6773120936,0.045305157,0.3,2.3,13169.76433,0.629,1,83.65,-0.57,0.57,0,,,1,,,,6285.90993,0.00036,-0.00036,0,6287.470935,0,1,0.655,9.10E-05,-9.10E-05,1,2015,F-VH-J,Eclipse,1,6,12
HAT-P-51,0.98,-0.03,0.03,5449,-50,50,1.04,-0.03,0.04,440.089,-7.901,8.189,4.39,-0.03,0.03,Gaia DR2 316706322857704960,11.645,12.039,11.614,13.51,13.2846,11.527,11.563,11.528,9.293,0,0.27,-0.08,0.08,[Fe/H],8.2,-1.7,1.7,G7,21.0651251,32.8107,HAT-P-51 b,14.49321209,0.605284959,-0.605284959,1.293,0.054,-0.054,98.84463445,6.038739725,-6.038739725,0.311,0.019,-0.019,0,1,39.8,4.2180278,-5.90E-06,5.90E-06,1150.222193,7592409610,0.050785349,0.3,2.3,12102.60116,0.277,1,88.48,-0.57,0.57,0,,,1,,,,6194.12204,0.0004,-0.0004,0,6196.231054,0,1,1.852765,0.034044,-0.034044,1,2015,G-H-J,Transit,1,6,13
HAT-P-49,2.22,-0.83,0.83,6820,-52,52,2.06,-0.23,0.23,350.351,-3.482,3.552,4.1,-0.04,0.04,Gaia DR2 1835842749465226368,9.399,9.55,9.346,10.205,10.2071,9.308,9.338,9.345,8.844,0,0.07,,,[Fe/H],1.5,-0.2,0.2,F,305.4413294,26.6926759,HAT-P-49 b,17.82227936,2.017616532,-2.017616532,1.59,0.18,-0.18,562.5562797,69.92224945,-69.92224945,1.77,0.22,-0.22,0,1,195,2.69155,-6.00E-06,6.00E-06,2053.591677,7390672182,0.049435934,0.3,2.3,14796.98448,0.34,1,86.2,-1.7,1.7,0,,,0,0,,,8684.75534,0.00019,-0.00019,0,8686.101115,0,1,0.63,0.03,-0.03,1,2014,F-VH-MJ,Eclipse,1,1,2
